"","X","Index","CIK","Locations","URL","Year","IsSecrecyHaven","SecHavenScore","SecrecyHavenStatus","TaxHeavenStaus"
"34059",34059,34268,52988,"Scotland",3237,2018,0,NA,0,0
"34060",34060,34269,52988,"Malaysia",3237,2018,0,NA,0,0
"34061",34061,34270,52988,"Ireland",3237,2018,1,50.7,0,1
"34062",34062,34271,52988,"Delaware",3237,2018,0,NA,0,0
"34063",34063,34272,52988,"Belgium",3237,2018,1,44,0,0
"34064",34064,34273,52988,"Netherlands",3237,2018,1,66,1,0
"34065",34065,34274,52988,"India",3237,2018,1,51.9,0,0
"34066",34066,34275,52988,"Norway",3237,2018,1,51.6,0,0
"34067",34067,34276,52988,"Chile",3237,2018,1,61.6,1,0
"34068",34068,34277,52988,"Peru",3237,2018,0,NA,0,0
"34069",34069,34278,52988,"Canada",3237,2018,1,54.8,0,0
"34070",34070,34279,52988,"Sweden",3237,2018,1,45.5,0,0
"34071",34071,34280,52988,"Italy",3237,2018,1,49.5,0,0
"34072",34072,34281,52988,"Finland",3237,2018,1,52.7,0,0
"34073",34073,34282,52988,"Luxembourg",3237,2018,1,58.2,0,1
"34074",34074,34283,52988,"France",3237,2018,1,51.7,0,0
"34075",34075,34284,52988,"Morocco",3237,2018,0,NA,0,0
"34076",34076,34285,52988,"Mexico",3237,2018,1,54.4,0,0
"34077",34077,34286,52988,"Brazil",3237,2018,1,49,0,0
"34078",34078,34287,52988,"Arabia",3237,2018,0,NA,0,0
"34079",34079,34288,52988,"Greece",3237,2018,1,57.9,0,0
"34080",34080,34289,52988,"Puerto Rico",3237,2018,1,77.2,1,0
"34081",34081,34290,52988,"Panama",3237,2018,1,76.6,1,1
"34082",34082,34291,52988,"Singapore",3237,2018,1,67.1,1,1
"34083",34083,34292,52988,"Oman",3237,2018,0,NA,0,0
"34084",34084,34293,52988,"China",3237,2018,1,60.1,1,0
"34085",34085,34294,52988,"New York",3237,2018,0,NA,0,0
"34086",34086,34295,52988,"Tennessee",3237,2018,0,NA,0,0
"34087",34087,34296,52988,"Virginia",3237,2018,0,NA,0,0
"34088",34088,34297,52988,"Jersey",3237,2018,1,65.5,1,1
"34089",34089,34298,52988,"Louisiana",3237,2018,0,NA,0,0
"34090",34090,34299,52988,"Maryland",3237,2018,0,NA,0,0
"34091",34091,34300,52988,"Illinois",3237,2018,0,NA,0,0
"34092",34092,34301,52988,"Florida",3237,2018,0,NA,0,0
"34093",34093,34302,52988,"Missouri",3237,2018,0,NA,0,0
"34094",34094,34303,52988,"Nevada",3237,2018,0,NA,0,0
"34095",34095,34304,52988,"Ecuador",3237,2018,0,NA,0,0
"34096",34096,34305,52988,"Switzerland",3237,2018,1,76.5,1,1
"34097",34097,34306,52988,"Thailand",3237,2018,1,79.9,1,0
"34098",34098,34307,52988,"Argentina",3237,2018,0,NA,0,0
"34099",34099,34308,52988,"Bermuda",3237,2018,1,73.1,1,1
"34100",34100,34309,52988,"United Kingdom",3237,2018,1,42.4,0,0
"34101",34101,34310,52988,"Alaska",3237,2018,1,NA,0,0
"34102",34102,34311,52988,"Europe",3237,2018,0,NA,0,0
"34103",34103,34312,52988,"Philippines",3237,2018,1,65.4,1,0
"34104",34104,34313,52988,"New Zealand",3237,2018,1,56.2,0,0
"34105",34105,34314,52988,"Fiji",3237,2018,0,NA,0,0
"34106",34106,34315,52988,"Indonesia",3237,2018,1,61.5,1,0
"34107",34107,34316,52988,"Pakistan",3237,2018,0,NA,0,0
"34108",34108,34317,52988,"Guinea",3237,2018,0,NA,0,0
"34109",34109,34318,52988,"Kenya",3237,2018,1,80.1,1,0
"34110",34110,34319,52988,"Poland",3237,2018,1,57.4,0,0
"34111",34111,34320,52988,"Colombia",3237,2018,0,NA,0,0
"34112",34112,34321,52988,"Africa",3237,2018,0,NA,0,0
"34113",34113,34322,52988,"Spain",3237,2018,1,47.7,0,0
"34114",34114,34323,56978,"Malaysia",3238,2018,0,NA,0,0
"34115",34115,34324,56978,"Us",3238,2018,1,59.8,0,0
"34116",34116,34325,56978,"Netherlands",3238,2018,1,66,1,0
"34117",34117,34326,56978,"Luxembourg",3238,2018,1,58.2,0,1
"34118",34118,34327,56978,"Singapore",3238,2018,1,67.1,1,1
"34119",34119,34328,56978,"Israel",3238,2018,1,63.3,1,0
"34120",34120,34329,56978,"Delaware",3238,2018,0,NA,0,0
"34121",34121,34330,56978,"Hong Kong",3238,2018,1,71.1,1,1
"34122",34122,34331,56978,"China",3238,2018,1,60.1,1,0
"34123",34123,34332,56978,"Switzerland",3238,2018,1,76.5,1,1
"34124",34124,34333,57183,"Missouri",3239,2018,0,NA,0,0
"34125",34125,34334,57183,"Delaware",3239,2018,0,NA,0,0
"34126",34126,34335,57183,"Alabama",3239,2018,0,NA,0,0
"34127",34127,34336,57183,"Mississippi",3239,2018,0,NA,0,0
"34128",34128,34338,57183,"Utah",3239,2018,0,NA,0,0
"34129",34129,34339,57183,"South Carolina",3239,2018,0,NA,0,0
"34130",34130,34340,58361,"Washington",3240,2018,0,NA,0,0
"34131",34131,34341,58361,"Nebraska",3240,2018,0,NA,0,0
"34132",34132,34342,58361,"Oregon",3240,2018,0,NA,0,0
"34133",34133,34343,58361,"Delaware",3240,2018,0,NA,0,0
"34134",34134,34344,58361,"Nevada",3240,2018,0,NA,0,0
"34135",34135,34345,58361,"Iowa",3240,2018,0,NA,0,0
"34136",34136,34346,58361,"Arizona",3240,2018,0,NA,0,0
"34137",34137,34347,58361,"California",3240,2018,0,NA,0,0
"34138",34138,34348,58361,"Wisconsin",3240,2018,0,NA,0,0
"34139",34139,34349,58361,"South Dakota",3240,2018,0,NA,0,0
"34140",34140,34350,6281,"Egypt",3241,2018,0,NA,0,0
"34141",34141,34351,6281,"Finland",3241,2018,1,52.7,0,0
"34142",34142,34352,6281,"France",3241,2018,1,51.7,0,0
"34143",34143,34353,6281,"Germany",3241,2018,1,59.1,0,0
"34144",34144,34354,6281,"India",3241,2018,1,51.9,0,0
"34145",34145,34355,6281,"Ireland",3241,2018,1,50.7,0,1
"34146",34146,34356,6281,"Israel",3241,2018,1,63.3,1,0
"34147",34147,34357,6281,"Italy",3241,2018,1,49.5,0,0
"34148",34148,34358,6281,"Japan",3241,2018,1,60.5,1,0
"34149",34149,34359,6281,"Korea",3241,2018,1,59,0,0
"34150",34150,34360,6281,"Malaysia",3241,2018,0,NA,0,0
"34151",34151,34361,6281,"Netherlands",3241,2018,1,66,1,0
"34152",34152,34362,6281,"Norway",3241,2018,1,51.6,0,0
"34153",34153,34363,6281,"Philippines",3241,2018,1,65.4,1,0
"34154",34154,34364,6281,"Spain",3241,2018,1,47.7,0,0
"34155",34155,34365,6281,"Sweden",3241,2018,1,45.5,0,0
"34156",34156,34366,6281,"Taiwan",3241,2018,1,75.8,1,0
"34157",34157,34367,6281,"Turkey",3241,2018,1,68,1,0
"34158",34158,34368,6281,"United Kingdom",3241,2018,1,42.4,0,0
"34159",34159,34370,6281,"Us",3241,2018,1,59.8,0,0
"34160",34160,34371,6281,"Canada",3241,2018,1,54.8,0,0
"34161",34161,34372,6281,"China",3241,2018,1,60.1,1,0
"34162",34162,34373,6281,"Hong Kong",3241,2018,1,71.1,1,1
"34163",34163,34374,6281,"Bermuda",3241,2018,1,73.1,1,1
"34164",34164,34375,6281,"Mexico",3241,2018,1,54.4,0,0
"34165",34165,34376,6281,"Singapore",3241,2018,1,67.1,1,1
"34166",34166,34377,6281,"Switzerland",3241,2018,1,76.5,1,1
"34167",34167,34378,6281,"Poland",3241,2018,1,57.4,0,0
"34168",34168,34379,6281,"Denmark",3241,2018,1,52.5,0,0
"34169",34169,34380,63296,"Spain",3242,2018,1,47.7,0,0
"34170",34170,34381,63296,"Poland",3242,2018,1,57.4,0,0
"34171",34171,34382,63296,"Belgium",3242,2018,1,44,0,0
"34172",34172,34383,63296,"Asia",3242,2018,0,NA,0,0
"34173",34173,34384,63296,"India",3242,2018,1,51.9,0,0
"34174",34174,34385,63296,"Hong Kong",3242,2018,1,71.1,1,1
"34175",34175,34386,63296,"Canada",3242,2018,1,54.8,0,0
"34176",34176,34387,63296,"Costa Rica",3242,2018,1,68.7,1,1
"34177",34177,34388,63296,"Netherlands",3242,2018,1,66,1,0
"34178",34178,34389,63296,"Europe",3242,2018,0,NA,0,0
"34179",34179,34391,63296,"Vietnam",3242,2018,0,NA,0,0
"34180",34180,34392,63296,"France",3242,2018,1,51.7,0,0
"34181",34181,34393,63296,"Mexico",3242,2018,1,54.4,0,0
"34182",34182,34394,63296,"Japan",3242,2018,1,60.5,1,0
"34183",34183,34395,63296,"Thailand",3242,2018,1,79.9,1,0
"34184",34184,34396,63296,"Us",3242,2018,1,59.8,0,0
"34185",34185,34397,63296,"America",3242,2018,1,59.8,0,0
"34186",34186,34398,63296,"Panama",3242,2018,1,76.6,1,1
"34187",34187,34399,63296,"Uk",3242,2018,1,42.4,0,0
"34188",34188,34400,63296,"Germany",3242,2018,1,59.1,0,0
"34189",34189,34401,63296,"Luxembourg",3242,2018,1,58.2,0,1
"34190",34190,34403,64472,"Us",3243,2018,1,59.8,0,0
"34191",34191,34404,64472,"British Virgin Islands",3243,2018,1,68.7,1,1
"34192",34192,34405,68709,"Germany",3245,2018,1,59.1,0,0
"34193",34193,34406,68709,"Japan",3245,2018,1,60.5,1,0
"34194",34194,34407,68709,"Netherlands",3245,2018,1,66,1,0
"34195",34195,34408,68709,"China",3245,2018,1,60.1,1,0
"34196",34196,34409,68709,"United Kingdom",3245,2018,1,42.4,0,0
"34197",34197,34410,68709,"Sweden",3245,2018,1,45.5,0,0
"34198",34198,34411,68709,"France",3245,2018,1,51.7,0,0
"34199",34199,34412,68709,"Italy",3245,2018,1,49.5,0,0
"34200",34200,34413,68709,"Switzerland",3245,2018,1,76.5,1,1
"34201",34201,34414,68709,"India",3245,2018,1,51.9,0,0
"34202",34202,34415,68709,"Canada",3245,2018,1,54.8,0,0
"34203",34203,34416,68709,"Brazil",3245,2018,1,49,0,0
"34204",34204,34417,68709,"New York",3245,2018,0,NA,0,0
"34205",34205,34418,68709,"Ohio",3245,2018,0,NA,0,0
"34206",34206,34419,68709,"Minnesota",3245,2018,0,NA,0,0
"34207",34207,34420,68709,"Delaware",3245,2018,0,NA,0,0
"34208",34208,34421,68709,"Belgium",3245,2018,1,44,0,0
"34209",34209,34422,68709,"Korea",3245,2018,1,59,0,0
"34210",34210,34423,6951,"Israel",3246,2018,1,63.3,1,0
"34211",34211,34424,6951,"Netherlands",3246,2018,1,66,1,0
"34212",34212,34425,6951,"Delaware",3246,2018,0,NA,0,0
"34213",34213,34426,6951,"Montana",3246,2018,0,NA,0,0
"34214",34214,34427,6951,"California",3246,2018,0,NA,0,0
"34215",34215,34428,6951,"Asia",3246,2018,0,NA,0,0
"34216",34216,34429,6951,"China",3246,2018,1,60.1,1,0
"34217",34217,34430,6951,"Hong Kong",3246,2018,1,71.1,1,1
"34218",34218,34431,6951,"Taiwan",3246,2018,1,75.8,1,0
"34219",34219,34432,6951,"Luxembourg",3246,2018,1,58.2,0,1
"34220",34220,34433,6951,"Japan",3246,2018,1,60.5,1,0
"34221",34221,34434,6951,"Germany",3246,2018,1,59.1,0,0
"34222",34222,34435,6951,"Belgium",3246,2018,1,44,0,0
"34223",34223,34436,6951,"France",3246,2018,1,51.7,0,0
"34224",34224,34437,6951,"Ireland",3246,2018,1,50.7,0,1
"34225",34225,34438,6951,"Italy",3246,2018,1,49.5,0,0
"34226",34226,34439,6951,"Korea",3246,2018,1,59,0,0
"34227",34227,34440,6951,"Switzerland",3246,2018,1,76.5,1,1
"34228",34228,34441,6951,"India",3246,2018,1,51.9,0,0
"34229",34229,34442,6951,"Singapore",3246,2018,1,67.1,1,1
"34230",34230,34443,6951,"Canada",3246,2018,1,54.8,0,0
"34231",34231,34444,6951,"Malaysia",3246,2018,0,NA,0,0
"34232",34232,34445,6951,"Nevada",3246,2018,0,NA,0,0
"34233",34233,34446,6951,"Cayman Islands",3246,2018,1,72.3,1,1
"34234",34234,34447,6955,"Canada",3247,2018,1,54.8,0,0
"34235",34235,34448,6955,"Uk",3247,2018,1,42.4,0,0
"34236",34236,34449,6955,"China",3247,2018,1,60.1,1,0
"34237",34237,34450,6955,"United Arab Emirates",3247,2018,0,NA,0,0
"34238",34238,34451,6955,"Delaware",3247,2018,0,NA,0,0
"34239",34239,34452,6955,"Angola",3247,2018,0,NA,0,0
"34240",34240,34453,6955,"Finland",3247,2018,1,52.7,0,0
"34241",34241,34454,6955,"France",3247,2018,1,51.7,0,0
"34242",34242,34455,6955,"Germany",3247,2018,1,59.1,0,0
"34243",34243,34456,6955,"Hong Kong",3247,2018,1,71.1,1,1
"34244",34244,34457,6955,"Hungary",3247,2018,1,54.7,0,0
"34245",34245,34458,6955,"India",3247,2018,1,51.9,0,0
"34246",34246,34459,6955,"Italy",3247,2018,1,49.5,0,0
"34247",34247,34460,6955,"Japan",3247,2018,1,60.5,1,0
"34248",34248,34461,6955,"Jersey",3247,2018,1,65.5,1,1
"34249",34249,34462,6955,"Luxembourg",3247,2018,1,58.2,0,1
"34250",34250,34463,6955,"Malaysia",3247,2018,0,NA,0,0
"34251",34251,34464,6955,"Mexico",3247,2018,1,54.4,0,0
"34252",34252,34465,6955,"Netherlands",3247,2018,1,66,1,0
"34253",34253,34466,6955,"Nevada",3247,2018,0,NA,0,0
"34254",34254,34467,6955,"New York",3247,2018,0,NA,0,0
"34255",34255,34468,6955,"Norway",3247,2018,1,51.6,0,0
"34256",34256,34469,6955,"Singapore",3247,2018,1,67.1,1,1
"34257",34257,34470,6955,"South Africa",3247,2018,1,56.1,0,0
"34258",34258,34471,6955,"South Korea",3247,2018,1,59,0,0
"34259",34259,34472,6955,"Brazil",3247,2018,1,49,0,0
"34260",34260,34473,6955,"Spain",3247,2018,1,47.7,0,0
"34261",34261,34474,6955,"Sweden",3247,2018,1,45.5,0,0
"34262",34262,34475,6955,"Taiwan",3247,2018,1,75.8,1,0
"34263",34263,34476,6955,"Texas",3247,2018,0,NA,0,0
"34264",34264,34477,6955,"Turkey",3247,2018,1,68,1,0
"34265",34265,34478,70145,"New York",3248,2018,0,NA,0,0
"34266",34266,34479,70145,"Pennsylvania",3248,2018,0,NA,0,0
"34267",34267,34481,717954,"Canada",3250,2018,1,54.8,0,0
"34268",34268,34482,717954,"New Hampshire",3250,2018,0,NA,0,0
"34269",34269,34483,717954,"Mexico",3250,2018,1,54.4,0,0
"34270",34270,34484,717954,"Hong Kong",3250,2018,1,71.1,1,1
"34271",34271,34485,717954,"Nicaragua",3250,2018,0,NA,0,0
"34272",34272,34486,717954,"Delaware",3250,2018,0,NA,0,0
"34273",34273,34487,717954,"California",3250,2018,0,NA,0,0
"34274",34274,34488,717954,"Maryland",3250,2018,0,NA,0,0
"34275",34275,34489,717954,"France",3250,2018,1,51.7,0,0
"34276",34276,34490,717954,"Netherlands",3250,2018,1,66,1,0
"34277",34277,34491,717954,"Germany",3250,2018,1,59.1,0,0
"34278",34278,34492,717954,"United Kingdom",3250,2018,1,42.4,0,0
"34279",34279,34493,720005,"Florida",3251,2018,0,NA,0,0
"34280",34280,34494,720005,"Delaware",3251,2018,0,NA,0,0
"34281",34281,34495,720005,"Missouri",3251,2018,0,NA,0,0
"34282",34282,34496,720005,"Michigan",3251,2018,0,NA,0,0
"34283",34283,34497,720005,"Tennessee",3251,2018,0,NA,0,0
"34284",34284,34498,720005,"Alabama",3251,2018,0,NA,0,0
"34285",34285,34499,720005,"Canada",3251,2018,1,54.8,0,0
"34286",34286,34500,720005,"France",3251,2018,1,51.7,0,0
"34287",34287,34501,720005,"Germany",3251,2018,1,59.1,0,0
"34288",34288,34502,720005,"Europe",3251,2018,0,NA,0,0
"34289",34289,34503,720005,"America",3251,2018,1,59.8,0,0
"34290",34290,34504,720005,"Uruguay",3251,2018,1,60.8,1,1
"34291",34291,34506,720154,"India",3252,2018,1,51.9,0,0
"34292",34292,34507,720500,"Netherlands",3253,2018,1,66,1,0
"34293",34293,34508,720500,"Hong Kong",3253,2018,1,71.1,1,1
"34294",34294,34509,720500,"Arizona",3253,2018,0,NA,0,0
"34295",34295,34510,720500,"Germany",3253,2018,1,59.1,0,0
"34296",34296,34511,720500,"France",3253,2018,1,51.7,0,0
"34297",34297,34512,720500,"China",3253,2018,1,60.1,1,0
"34298",34298,34513,720500,"Delaware",3253,2018,0,NA,0,0
"34299",34299,34514,720500,"Texas",3253,2018,0,NA,0,0
"34300",34300,34516,720762,"Florida",3254,2018,0,NA,0,0
"34301",34301,34517,720762,"Canada",3254,2018,1,54.8,0,0
"34302",34302,34518,723125,"Singapore",3255,2018,1,67.1,1,1
"34303",34303,34519,723125,"Netherlands",3255,2018,1,66,1,0
"34304",34304,34520,723125,"Idaho",3255,2018,0,NA,0,0
"34305",34305,34521,723125,"Taiwan",3255,2018,1,75.8,1,0
"34306",34306,34522,723125,"China",3255,2018,1,60.1,1,0
"34307",34307,34523,723125,"Delaware",3255,2018,0,NA,0,0
"34308",34308,34524,723125,"Japan",3255,2018,1,60.5,1,0
"34309",34309,34525,72331,"Delaware",3256,2018,0,NA,0,0
"34310",34310,34526,72331,"Malaysia",3256,2018,0,NA,0,0
"34311",34311,34527,72331,"Mexico",3256,2018,1,54.4,0,0
"34312",34312,34528,72331,"Netherlands",3256,2018,1,66,1,0
"34313",34313,34529,72331,"New Zealand",3256,2018,1,56.2,0,0
"34314",34314,34530,72331,"Norway",3256,2018,1,51.6,0,0
"34315",34315,34531,72331,"Poland",3256,2018,1,57.4,0,0
"34316",34316,34532,72331,"Singapore",3256,2018,1,67.1,1,1
"34317",34317,34533,72331,"Africa",3256,2018,0,NA,0,0
"34318",34318,34534,72331,"South Korea",3256,2018,1,59,0,0
"34319",34319,34535,72331,"Spain",3256,2018,1,47.7,0,0
"34320",34320,34536,72331,"Sweden",3256,2018,1,45.5,0,0
"34321",34321,34537,72331,"Switzerland",3256,2018,1,76.5,1,1
"34322",34322,34538,72331,"Taiwan",3256,2018,1,75.8,1,0
"34323",34323,34539,72331,"Thailand",3256,2018,1,79.9,1,0
"34324",34324,34540,72331,"United Kingdom",3256,2018,1,42.4,0,0
"34325",34325,34541,72331,"Venezuela",3256,2018,1,68.5,1,0
"34326",34326,34542,72331,"Vietnam",3256,2018,0,NA,0,0
"34327",34327,34543,72331,"Georgia",3256,2018,1,NA,0,0
"34328",34328,34543,72331,"Georgia",3256,2018,1,NA,0,0
"34329",34329,34544,72331,"Minnesota",3256,2018,0,NA,0,0
"34330",34330,34545,72331,"New Hampshire",3256,2018,0,NA,0,0
"34331",34331,34546,72331,"Ohio",3256,2018,0,NA,0,0
"34332",34332,34547,72331,"California",3256,2018,0,NA,0,0
"34333",34333,34548,72331,"Rhode Island",3256,2018,0,NA,0,0
"34334",34334,34549,72331,"Belgium",3256,2018,1,44,0,0
"34335",34335,34550,72331,"Canada",3256,2018,1,54.8,0,0
"34336",34336,34551,72331,"China",3256,2018,1,60.1,1,0
"34337",34337,34552,72331,"Colombia",3256,2018,0,NA,0,0
"34338",34338,34553,72331,"Czech Republic",3256,2018,1,52.9,0,0
"34339",34339,34554,72331,"Denmark",3256,2018,1,52.5,0,0
"34340",34340,34555,72331,"Finland",3256,2018,1,52.7,0,0
"34341",34341,34556,72331,"France",3256,2018,1,51.7,0,0
"34342",34342,34557,72331,"Germany",3256,2018,1,59.1,0,0
"34343",34343,34558,72331,"Hong Kong",3256,2018,1,71.1,1,1
"34344",34344,34559,72331,"India",3256,2018,1,51.9,0,0
"34345",34345,34560,72331,"Indonesia",3256,2018,1,61.5,1,0
"34346",34346,34561,72331,"Ireland",3256,2018,1,50.7,0,1
"34347",34347,34562,72331,"Israel",3256,2018,1,63.3,1,0
"34348",34348,34563,72331,"Colorado",3256,2018,0,NA,0,0
"34349",34349,34564,72331,"Italy",3256,2018,1,49.5,0,0
"34350",34350,34565,72331,"Japan",3256,2018,1,60.5,1,0
"34351",34351,34566,72331,"Luxembourg",3256,2018,1,58.2,0,1
"34352",34352,34567,731802,"Delaware",3257,2018,0,NA,0,0
"34353",34353,34568,731802,"Louisiana",3257,2018,0,NA,0,0
"34354",34354,34569,731802,"Bermuda",3257,2018,1,73.1,1,1
"34355",34355,34570,731802,"Texas",3257,2018,0,NA,0,0
"34356",34356,34571,731802,"Georgia",3257,2018,1,NA,0,0
"34357",34357,34571,731802,"Georgia",3257,2018,1,NA,0,0
"34358",34358,34572,737758,"Poland",3258,2018,1,57.4,0,0
"34359",34359,34573,737758,"California",3258,2018,0,NA,0,0
"34360",34360,34574,737758,"Delaware",3258,2018,0,NA,0,0
"34361",34361,34575,737758,"Germany",3258,2018,1,59.1,0,0
"34362",34362,34576,737758,"Pennsylvania",3258,2018,0,NA,0,0
"34363",34363,34577,737758,"Minnesota",3258,2018,0,NA,0,0
"34364",34364,34578,737758,"Singapore",3258,2018,1,67.1,1,1
"34365",34365,34579,737758,"Canada",3258,2018,1,54.8,0,0
"34366",34366,34580,737758,"Nebraska",3258,2018,0,NA,0,0
"34367",34367,34581,737758,"China",3258,2018,1,60.1,1,0
"34368",34368,34582,737758,"Mexico",3258,2018,1,54.4,0,0
"34369",34369,34583,737758,"Belgium",3258,2018,1,44,0,0
"34370",34370,34584,737758,"Guernsey",3258,2018,1,72.5,1,0
"34371",34371,34585,737758,"Cayman Islands",3258,2018,1,72.3,1,1
"34372",34372,34586,737758,"Luxembourg",3258,2018,1,58.2,0,1
"34373",34373,34587,737758,"England",3258,2018,0,NA,0,0
"34374",34374,34588,737758,"United Kingdom",3258,2018,1,42.4,0,0
"34375",34375,34589,737758,"Netherlands",3258,2018,1,66,1,0
"34376",34376,34590,737758,"Italy",3258,2018,1,49.5,0,0
"34377",34377,34591,74046,"Mississippi",3259,2018,0,NA,0,0
"34378",34378,34592,74046,"Switzerland",3259,2018,1,76.5,1,1
"34379",34379,34593,74046,"United Kingdom",3259,2018,1,42.4,0,0
"34380",34380,34594,74046,"Delaware",3259,2018,0,NA,0,0
"34381",34381,34595,74046,"China",3259,2018,1,60.1,1,0
"34382",34382,34596,74046,"Illinois",3259,2018,0,NA,0,0
"34383",34383,34597,74046,"Canada",3259,2018,1,54.8,0,0
"34384",34384,34598,74046,"Georgia",3259,2018,1,NA,0,0
"34385",34385,34598,74046,"Georgia",3259,2018,1,NA,0,0
"34386",34386,34599,74046,"Nevada",3259,2018,0,NA,0,0
"34387",34387,34600,740664,"New York",3260,2018,0,NA,0,0
"34388",34388,34601,740664,"Connecticut",3260,2018,0,NA,0,0
"34389",34389,34602,771497,"England",3261,2018,0,NA,0,0
"34390",34390,34603,771497,"Scotland",3261,2018,0,NA,0,0
"34391",34391,34604,771497,"Delaware",3261,2018,0,NA,0,0
"34392",34392,34605,771497,"Canada",3261,2018,1,54.8,0,0
"34393",34393,34606,771497,"Michigan",3261,2018,0,NA,0,0
"34394",34394,34607,771497,"California",3261,2018,0,NA,0,0
"34395",34395,34608,771497,"Georgia",3261,2018,1,NA,0,0
"34396",34396,34608,771497,"Georgia",3261,2018,1,NA,0,0
"34397",34397,34609,771497,"Nevada",3261,2018,0,NA,0,0
"34398",34398,34610,771497,"Texas",3261,2018,0,NA,0,0
"34399",34399,34611,771497,"Tennessee",3261,2018,0,NA,0,0
"34400",34400,34612,771497,"Illinois",3261,2018,0,NA,0,0
"34401",34401,34613,771497,"Colorado",3261,2018,0,NA,0,0
"34402",34402,34614,771497,"North Carolina",3261,2018,0,NA,0,0
"34403",34403,34615,771497,"Washington",3261,2018,0,NA,0,0
"34404",34404,34616,771497,"Florida",3261,2018,0,NA,0,0
"34405",34405,34617,771497,"New York",3261,2018,0,NA,0,0
"34406",34406,34618,771497,"Bermuda",3261,2018,1,73.1,1,1
"34407",34407,34619,775158,"Pennsylvania",3262,2018,0,NA,0,0
"34408",34408,34620,775158,"Maryland",3262,2018,0,NA,0,0
"34409",34409,34621,775158,"Delaware",3262,2018,0,NA,0,0
"34410",34410,34622,775158,"New Zealand",3262,2018,1,56.2,0,0
"34411",34411,34623,775158,"Wisconsin",3262,2018,0,NA,0,0
"34412",34412,34624,775158,"Netherlands",3262,2018,1,66,1,0
"34413",34413,34625,775158,"Hong Kong",3262,2018,1,71.1,1,1
"34414",34414,34626,775158,"China",3262,2018,1,60.1,1,0
"34415",34415,34627,775158,"France",3262,2018,1,51.7,0,0
"34416",34416,34628,775158,"Belgium",3262,2018,1,44,0,0
"34417",34417,34629,775158,"Germany",3262,2018,1,59.1,0,0
"34418",34418,34630,775158,"Sweden",3262,2018,1,45.5,0,0
"34419",34419,34631,775158,"Canada",3262,2018,1,54.8,0,0
"34420",34420,34632,775158,"Spain",3262,2018,1,47.7,0,0
"34421",34421,34633,775158,"United Kingdom",3262,2018,1,42.4,0,0
"34422",34422,34634,775158,"United Arab Emirates",3262,2018,0,NA,0,0
"34423",34423,34635,775158,"Nebraska",3262,2018,0,NA,0,0
"34424",34424,34636,775158,"Mexico",3262,2018,1,54.4,0,0
"34425",34425,34637,775158,"Singapore",3262,2018,1,67.1,1,1
"34426",34426,34638,775158,"Brazil",3262,2018,1,49,0,0
"34427",34427,34639,775158,"Iowa",3262,2018,0,NA,0,0
"34428",34428,34640,775158,"California",3262,2018,0,NA,0,0
"34429",34429,34641,775158,"Michigan",3262,2018,0,NA,0,0
"34430",34430,34642,775158,"Ohio",3262,2018,0,NA,0,0
"34431",34431,34643,775158,"Dubai",3262,2018,1,83.9,1,0
"34432",34432,34644,775158,"India",3262,2018,1,51.9,0,0
"34433",34433,34645,779544,"Delaware",3263,2018,0,NA,0,0
"34434",34434,34646,779544,"New York",3263,2018,0,NA,0,0
"34435",34435,34647,779544,"Nevada",3263,2018,0,NA,0,0
"34436",34436,34649,785786,"Nevada",3264,2018,0,NA,0,0
"34437",34437,34650,785786,"Delaware",3264,2018,0,NA,0,0
"34438",34438,34651,785786,"Mexico",3264,2018,1,54.4,0,0
"34439",34439,34652,785786,"Wisconsin",3264,2018,0,NA,0,0
"34440",34440,34653,788329,"Switzerland",3265,2018,1,76.5,1,1
"34441",34441,34654,788329,"Indonesia",3265,2018,1,61.5,1,0
"34442",34442,34655,788329,"France",3265,2018,1,51.7,0,0
"34443",34443,34656,788329,"Canada",3265,2018,1,54.8,0,0
"34444",34444,34657,788329,"New Zealand",3265,2018,1,56.2,0,0
"34445",34445,34658,788329,"Germany",3265,2018,1,59.1,0,0
"34446",34446,34660,788329,"Delaware",3265,2018,0,NA,0,0
"34447",34447,34661,788329,"Alabama",3265,2018,0,NA,0,0
"34448",34448,34662,788329,"Netherlands",3265,2018,1,66,1,0
"34449",34449,34663,792130,"Singapore",3266,2018,1,67.1,1,1
"34450",34450,34664,792130,"England",3266,2018,0,NA,0,0
"34451",34451,34665,792130,"Germany",3266,2018,1,59.1,0,0
"34452",34452,34666,792130,"Sweden",3266,2018,1,45.5,0,0
"34453",34453,34667,792130,"Canada",3266,2018,1,54.8,0,0
"34454",34454,34668,794170,"Delaware",3267,2018,0,NA,0,0
"34455",34455,34669,794170,"Pennsylvania",3267,2018,0,NA,0,0
"34456",34456,34670,794170,"Florida",3267,2018,0,NA,0,0
"34457",34457,34671,794170,"North Carolina",3267,2018,0,NA,0,0
"34458",34458,34672,794170,"Jersey",3267,2018,1,65.5,1,1
"34459",34459,34673,794170,"New York",3267,2018,0,NA,0,0
"34460",34460,34674,794170,"South Carolina",3267,2018,0,NA,0,0
"34461",34461,34675,794170,"Arizona",3267,2018,0,NA,0,0
"34462",34462,34676,794170,"California",3267,2018,0,NA,0,0
"34463",34463,34677,794170,"Colorado",3267,2018,0,NA,0,0
"34464",34464,34678,794170,"Maryland",3267,2018,0,NA,0,0
"34465",34465,34679,794170,"Connecticut",3267,2018,0,NA,0,0
