CIK,CompanyName,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Category
202058,HARRIS CORP,9839,6517,883,43,900,12,205,Manufacturing
45876,HARSCO CORP,1632.867,1319.491,69.125,88.129,469.9,18.014,12.899,Manufacturing
46080,HASBRO INC,5262.988,3508.502,6.293,264.109,256.473,42.613,49.968,Manufacturing
216085,HAVERTY FURNITURE,440.179,165.55,NA,NA,216.852,0,10.101,Retail Trade
731012,HEALTHCARE SERVICES GROUP,692.603,251.823,NA,NA,12.9,0,16.386,Services
766704,WELLTOWER INC,30342.072,14331.427,NA,NA,NA,9.804,8.674,"Finance, Insurance, And Real Estate"
46619,HEICO CORP,2653.396,1018.342,309.123,47.163,154.739,12.608,70.6,Manufacturing
1637459,KRAFT HEINZ CO,103461,51683,-10305,-1016,7078,322,-1067,Manufacturing
916789,HELEN OF TROY LTD,1649.535,652.898,32.135,155.865,130.338,2.102,13.776,Manufacturing
46765,HELMERICH & PAYNE,6214.867,1832.132,27.436,-11.595,4857.382,6.492,-477.169,Mining
47111,HERSHEY CO,7703.02,6295.754,1195.645,214.416,2130.294,13.405,239.01,Manufacturing
1657853,HERTZ GLOBAL HOLDINGS INC,21382,20262,-293,36,13197,32,-30,Services
717605,HEXCEL CORP,2824.1,1502.1,222.9,110.6,1876.5,14.9,62.5,Manufacturing
354950,HOME DEPOT INC,44003,45881,13456,1100,22375,372,3435,Retail Trade
833795,HOMEFED CORP,594.008,135.05,NA,NA,0,0,-0.554,"Finance, Insurance, And Real Estate"
48287,HNI CORP,1401.844,838.585,NA,NA,384.933,0.936,25.399,Manufacturing
48465,HORMEL FOODS CORP,8142.292,2537.474,NA,NA,1512.6,13.492,168.702,Manufacturing
48898,HUBBELL INC,4872.1,3073.2,360.8,106.2,502.1,17.8,100.9,Manufacturing
49196,HUNTINGTON BANCSHARES,108781,97679,NA,NA,790,NA,235,"Finance, Insurance, And Real Estate"
315374,HURCO COS INC,315.407,92.554,14.101,18.395,12.959,5.203,11.006,Manufacturing
1093082,HUTTIG BUILDING PRODUCTS INC,278,216,NA,NA,33.3,0,-1.4,Wholesale Trade
49728,IEC ELECTRONICS CORP,90.448,65.072,NA,NA,20.11,0,-8.837,Manufacturing
315858,BBX CAPITAL CORP,1705.02,1055.361,NA,NA,139.628,NA,31.639,"Finance, Insurance, And Real Estate"
216228,ITT INC,3846.8,2021.9,114.4,276.6,518.8,58.2,57.7,Manufacturing
52827,RAYONIER INC,2780.666,1126.116,NA,NA,2424.078,1.914,25.236,"Finance, Insurance, And Real Estate"
1057877,IDACORP INC,6382.754,4006.943,NA,NA,4378.085,NA,17.386,"Transportation, Communications, Electric, Gas, And Sanitary Services"
49826,ILLINOIS TOOL WORKS,14870,11612,1774,1620,1791,358,831,Manufacturing
50172,INDIANA MICHIGAN POWER CO,10222.6,7869.8,NA,NA,6611.2,NA,29.1,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1466258,INGERSOLL-RAND PLC,17914.9,10850.1,971.6,688.7,1730.8,193.2,281.3,Manufacturing
1481582,RYERSON HOLDING CORP,2086.3,2010.4,100.6,16.1,489,3.7,10.3,Wholesale Trade
353020,AEGION CORP,992.417,522.23,8.142,-5.187,107.059,6.025,-0.132,Construction
50725,GRIFFON CORP,2084.89,1610.499,4.942,28.868,342.492,8.094,0.555,Manufacturing
50863,INTEL CORP,127963,52981,14753,8564,48976,1097,2264,Manufacturing
51143,INTL BUSINESS MACHINES CORP,123382,106453,627,10715,10792,2135,2619,Services
51253,INTL FLAVORS & FRAGRANCES,12889.395,6764.215,-99.125,546.882,1241.152,98.433,107.976,Manufacturing
808450,NAVISTAR INTERNATIONAL CORP,7230,11156,246,174,1370,47,52,Manufacturing
1405495,INTERDIGITAL INC,1626.558,688.545,NA,NA,10.051,25.187,-27.417,"Finance, Insurance, And Real Estate"
51434,INTL PAPER CO,33576,26193,1450,331,13469,165,445,Manufacturing
51644,INTERPUBLIC GROUP OF COS,15620.3,13019.6,474,364,790.9,121.9,199.2,Services
742112,INVACARE CORP,885.855,526.708,-72.703,38.601,74.306,12.675,9.82,Manufacturing
728391,IPALCO ENTERPRISES INC,4862.053,4229.003,NA,NA,4056.586,NA,13.449,"Transportation, Communications, Electric, Gas, And Sanitary Services"
52795,ANIXTER INTL INC,4653.1,3082.7,167.8,55.4,163.3,24.2,66.9,Wholesale Trade
52988,JACOBS ENGINEERING GROUP INC,12645.795,6701.441,282.123,272.582,457.706,59.889,381.563,Construction
105634,EMCOR GROUP INC,4088.807,2347.366,375.408,19.62,134.351,1.389,109.106,Construction
200406,JOHNSON & JOHNSON,152954,93202,5575,12424,17035,2637,2702,Manufacturing
833444,JOHNSON CONTROLS INTL PLC,48797,26339,773,2128,6171,605,518,Manufacturing
319201,KLA-TENCOR CORP,5619.356,3998.845,716.015,739.916,286.306,41.414,653.666,Manufacturing
1506307,KINDER MORGAN INC,78866,43669,NA,NA,37897,NA,587,"Transportation, Communications, Electric, Gas, And Sanitary Services"
54381,KAMAN CORP,1460.313,827.156,101.937,-26.7,184.224,1.188,21.068,Wholesale Trade
54480,KANSAS CITY SOUTHERN,9469.8,4337.1,366.2,520.7,6430.7,175.6,257.5,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1711269,EVERGY INC,25598.1,15607.4,NA,NA,18951.7,NA,59,"Transportation, Communications, Electric, Gas, And Sanitary Services"
55067,KELLOGG CO,17780,14621,851,478,3731,99,181,Manufacturing
55135,KELLY SERVICES INC  -CL A,2314.4,1154.9,53.1,-62.5,86.3,11.2,-27.1,Services
719733,KEY TRONIC CORP,246.528,128.447,-4.593,3.151,27.548,1.722,-0.117,Manufacturing
55772,KIMBALL INTERNATIONAL  -CL B,330.168,137.144,NA,NA,84.487,0,17.886,Manufacturing
55785,KIMBERLY-CLARK CORP,14518,14500,1606,207,7159,229,471,Manufacturing
56047,KIRBY CORP,5871.594,2655.293,117.8,-3.641,3539.802,0.443,35.081,"Transportation, Communications, Electric, Gas, And Sanitary Services"
56978,KULICKE & SOFFA INDUSTRIES,1185.74,305.533,25.211,152.338,76.067,16.98,120.744,Manufacturing
57131,LA-Z-BOY INC,1059.79,362.814,73.058,22.269,200.523,4.919,25.186,Manufacturing
1126956,SPIRE INC,6843.6,4580.3,NA,NA,3970.5,NA,-26.5,"Transportation, Communications, Electric, Gas, And Sanitary Services"
707549,LAM RESEARCH CORP,12479.478,5899.435,128.19,3023.599,902.547,132.566,771.108,Manufacturing
57515,LANCASTER COLONY CORP,804.491,152.209,174.203,NA,190.813,0,38.889,Manufacturing
703604,LAWSON PRODUCTS,197.142,97.969,6.839,0.024,23.548,0.257,0.649,Wholesale Trade
58492,LEGGETT & PLATT INC,3382,2224.4,149.1,235.3,728.5,55.6,78.3,Manufacturing
704051,LEGG MASON INC,7794.122,3412.207,60.001,-31.506,149.989,-11.343,20.561,"Finance, Insurance, And Real Estate"
920760,LENNAR CORP,28566.181,13883.224,NA,NA,319.861,0,545.171,Construction
59478,LILLY (ELI) & CO,43908.4,32999.3,NA,NA,8919.5,80,563.7,Manufacturing
701985,L BRANDS INC,8090,8955,871,-14,2818,16,213,Retail Trade
59527,LINCOLN ELECTRIC HLDGS INC,2349.825,1462.233,255.088,113.572,478.801,28.894,81.667,Manufacturing
59558,LINCOLN NATIONAL CORP,298147,283797,NA,NA,NA,0,244,"Finance, Insurance, And Real Estate"
936468,LOCKHEED MARTIN CORP,44876,43427,NA,NA,6124,67,792,Manufacturing
60086,LOEWS CORP,78316,56930,775,59,15511,13,128,"Finance, Insurance, And Real Estate"
315852,RANGE RESOURCES CORP,9708.154,5648.723,-1776.97,0,9032.961,0,-30.489,Mining
1348952,ENTERGY LOUISIANA LLC,19651.815,13748.897,NA,NA,14068.741,NA,-54.611,"Transportation, Communications, Electric, Gas, And Sanitary Services"
60667,LOWE'S COS INC,34508,30864,NA,NA,18432,0,1080,Retail Trade
16099,LUBYS INC,199.989,87.361,NA,NA,138.287,0.071,7.73,Retail Trade
61004,LGL GROUP INC,30.075,2.752,0.972,0.598,2.086,0.156,0.165,Manufacturing
67716,MDU RESOURCES GROUP INC,6988.11,4421.335,NA,NA,4578.677,NA,47.485,"Transportation, Communications, Electric, Gas, And Sanitary Services"
68709,MTS SYSTEMS CORP,1139.396,661.464,6.139,38.084,90.269,10.331,-17.105,Manufacturing
61986,MANITOWOC CO,1541.9,940.6,-76.4,4.7,288.9,13.6,-4.8,Manufacturing
101778,MARATHON OIL CORP,21321,9193,642,785,16804,274,331,Mining
62234,MARCUS CORP,989.331,499.212,NA,NA,840.043,0,13.127,Services
1070750,HOST HOTELS & RESORTS INC,12090,4396,887,414,NA,37,150,"Finance, Insurance, And Real Estate"
62996,MASCO CORP,5393,5324,821,221,1223,74,258,Manufacturing
749038,CCUR HOLDINGS INC,61.306,5.24,-18.26,10.547,0.001,0.09,-0.959,Public Administration
63276,MATTEL INC,5243.465,4574,-342.643,-76.618,657.595,91.93,111.732,Manufacturing
319815,MAXWELL TECHNOLOGIES INC,163.731,73.14,-43.694,-1.844,24.377,0.405,-1.096,Manufacturing
63754,MCCORMICK & CO INC,10256.4,7074.2,492.2,249.1,985.1,78.7,-157.3,Manufacturing
708819,MCDERMOTT INTL INC,9440,8387,-2450,-121,2067,82,104,Services
64040,S&P GLOBAL INC,9458,7154,1857,824,270,214,560,Services
927653,MCKESSON CORP,59672,49992,1512,-902,2548,152,356,Wholesale Trade
64472,GENCOR INDUSTRIES INC,153.023,10.844,NA,NA,7.889,0,2.325,Manufacturing
1613103,MEDTRONIC PLC,89694,39482,NA,NA,4675,NA,547,Manufacturing
310158,MERCK & CO,82637,55755,3717,4984,13291,2281,2508,Manufacturing
65011,MEREDITH CORP,6727.2,5107.1,NA,NA,483.8,0.2,-123.6,Manufacturing
65270,METHODE ELECTRONICS INC,1231.7,542,-0.6,104.2,191.9,21.5,12,Manufacturing
65312,EVI INDUSTRIES INC,95.474,38.443,NA,NA,2.983,0,2.416,Wholesale Trade
65596,SIEBERT FINANCIAL CORP,18.177,1.003,NA,NA,0.468,0,-4.602,"Finance, Insurance, And Real Estate"
723125,MICRON TECHNOLOGY INC,43376,10112,14166,141,23672,374,168,Manufacturing
202584,SYSTEM ENERGY RESOURCES INC,3848.814,3111.616,NA,NA,2129.081,NA,-47.675,"Transportation, Communications, Electric, Gas, And Sanitary Services"
65984,ENTERGY CORP,48275.066,39211.359,NA,NA,31974.446,NA,-1036.826,"Transportation, Communications, Electric, Gas, And Sanitary Services"
66004,MIDDLESEX WATER CO,767.83,516.61,NA,NA,618.487,0,0.924,"Transportation, Communications, Electric, Gas, And Sanitary Services"
66382,MILLER (HERMAN) INC,1569.3,829.5,NA,NA,348.6,NA,39.6,Manufacturing
66570,MSA SAFETY INC,1608.012,968.493,85.234,77.101,157.94,23.446,37.22,Manufacturing
316300,EXCO RESOURCES INC,1032.693,2059.189,NA,NA,694.663,0,-4.518,Mining
66740,3M CO,36500,26652,3487,3513,8738,763,1637,Manufacturing
66756,ALLETE INC,5165,3009.2,NA,NA,3904.4,NA,-15.5,"Transportation, Communications, Electric, Gas, And Sanitary Services"
66901,ENTERGY MISSISSSIPPI,3946.804,2654.578,NA,NA,3267.048,NA,-125.773,"Transportation, Communications, Electric, Gas, And Sanitary Services"
66904,MISSISSIPPI POWER CO,4886,3277,NA,NA,3574,NA,-102,"Transportation, Communications, Electric, Gas, And Sanitary Services"
67347,MODINE MANUFACTURING CO,1538,996.9,22.4,58.4,484.7,19,-5.1,Manufacturing
353569,QUIDEL CORP,806.371,380.787,46.592,16.792,73.901,6.575,-10.799,Manufacturing
68505,MOTOROLA SOLUTIONS INC,9409,10685,980,122,895,88,133,Manufacturing
717423,MURPHY OIL CORP,11052.587,5854.945,14.907,417.431,9757.564,202.775,9.33,Mining
69488,MYERS INDUSTRIES INC,348.645,194.007,0.419,0.97,65.46,1.218,3.037,Manufacturing
1623613,MYLAN NV,32734.9,20567.8,-1000.5,1298.9,2170.2,271.6,-54.1,Manufacturing
70858,BANK OF AMERICA CORP,2354507,2089182,NA,NA,9906,NA,6437,"Finance, Insurance, And Real Estate"
70866,NCR CORP,7761,6489,-262,301,359,42,73,Services
72162,NL INDUSTRIES,547.242,243.684,NA,NA,32.026,NA,-15.361,Manufacturing
704532,NANOMETRICS INC,375.63,62.778,52.836,14.688,47.9,5.054,9.876,Manufacturing
69633,NAPCO SECURITY TECH INC,73.269,9.816,NA,NA,6.791,0,0.684,Manufacturing
70145,NATIONAL FUEL GAS CO,6036.486,4099.156,NA,NA,4977.143,NA,-7.599,"Transportation, Communications, Electric, Gas, And Sanitary Services"
70318,TENET HEALTHCARE CORP,22409,20302,NA,NA,6993,0,176,Services
70415,GP STRATEGIES CORP,434.738,248.169,5.577,9.186,5.859,3.285,4.927,Services
275053,NATURES SUNSHINE PRODS INC,193.016,72.448,-10.069,13.269,64.061,6.371,4.402,Manufacturing
356309,NEW JERSEY RESOURCES CORP,4143.664,2724.686,NA,NA,2651.049,NA,-53.785,"Transportation, Communications, Electric, Gas, And Sanitary Services"
71508,ENTERGY NEW ORLEANS,1576.588,1131.638,NA,NA,1125.352,NA,-2.436,"Transportation, Communications, Electric, Gas, And Sanitary Services"
71557,NUVERA COMMUNICATIONS INC,160.231,85.636,NA,NA,64.508,0,3.438,"Transportation, Communications, Electric, Gas, And Sanitary Services"
71691,NEW YORK TIMES CO  -CL A,2197.123,1154.482,NA,NA,638.846,0.705,48.631,Manufacturing
814453,NEWELL BRANDS INC,17716.4,12438.6,-8319.7,52,925.6,NA,-1478.1,Manufacturing
1164727,NEWMONT GOLDCORP CORP,20715,9203,-247,985,12258,-218,386,Mining
71829,NEWPARK RESOURCES,915.854,346.173,4.084,43.194,316.293,12.572,14.997,Wholesale Trade
320187,NIKE INC  -CL B,23717,14677,NA,NA,4744,NA,772,Manufacturing
72207,NOBLE ENERGY INC,21010,10526,-953,1093,18419,172,126,Mining
72331,NORDSON CORP,3421.012,1970.271,192.643,255.876,386.666,63.522,71.144,Manufacturing
72333,NORDSTROM INC,7886,7013,792,-59,3921,0,169,Retail Trade
702165,NORFOLK SOUTHERN CORP,36239,20877,NA,NA,31091,0,803,"Transportation, Communications, Electric, Gas, And Sanitary Services"
789933,NACCO INDUSTRIES  -CL A,376.991,126.287,45.17,-3.007,124.554,0,7.378,Mining
72741,EVERSOURCE ENERGY,38241.256,26598.869,NA,NA,25610.428,NA,288.972,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1111711,NISOURCE INC,21804,16053.1,NA,NA,15522.9,NA,-180,"Transportation, Communications, Electric, Gas, And Sanitary Services"
72903,XCEL ENERGY INC,45987,33765,NA,NA,36944,NA,181,"Transportation, Communications, Electric, Gas, And Sanitary Services"
73124,NORTHERN TRUST CORP,132212.5,121704.2,NA,NA,428.2,NA,401.4,"Finance, Insurance, And Real Estate"
1133421,NORTHROP GRUMMAN CORP,37653,29466,3742,NA,6372,7,513,Manufacturing
97216,TEREX CORP,3485.9,2624.9,-57,205.7,371.6,33,37.4,Manufacturing
1733998,NORTHWEST NATURAL HLDNG CO,3242.662,2480.028,NA,NA,2364.848,NA,24.191,"Transportation, Communications, Electric, Gas, And Sanitary Services"
73088,NORTHWESTERN CORP,5644.376,3701.994,NA,NA,4521.318,NA,-18.71,"Transportation, Communications, Electric, Gas, And Sanitary Services"
72971,WELLS FARGO & CO,1895883,1698817,NA,NA,17956,NA,5662,"Finance, Insurance, And Real Estate"
73309,NUCOR CORP,17920.588,7718.62,3160.111,69.28,5334.748,14.8,748.307,Manufacturing
797468,OCCIDENTAL PETROLEUM CORP,43854,22524,3431,2177,31437,1077,1477,Mining
350737,OCEAN BIO-CHEM INC,35.235,7.802,NA,NA,9.65,0,0.791,Manufacturing
73756,OCEANEERING INTERNATIONAL,2824.998,1409.7,-132.138,-53.695,964.67,16.146,26.494,Mining
1031296,FIRSTENERGY CORP,40063,33249,NA,NA,29911,NA,490,"Transportation, Communications, Electric, Gas, And Sanitary Services"
73986,OHIO POWER,7435.9,5138.5,NA,NA,6274.9,NA,24,"Transportation, Communications, Electric, Gas, And Sanitary Services"
74046,OIL DRI CORP AMERICA,194.682,62.797,14.742,0.124,86.706,0.057,6.644,Manufacturing
1021635,OGE ENERGY CORP,10748.6,6743.5,NA,NA,8643.8,NA,72.2,"Transportation, Communications, Electric, Gas, And Sanitary Services"
74303,OLIN CORP,8997.4,6165.2,288,149.3,3482.1,48,109.4,Manufacturing
712770,ONE LIBERTY PROPERTIES INC,780.912,482.317,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1039684,ONEOK INC,18231.671,11652.128,NA,NA,14766.651,NA,362.903,"Transportation, Communications, Electric, Gas, And Sanitary Services"
75208,OVERSEAS SHIPHOLDING GROUP,827.73,498.262,NA,NA,597.659,0,-17.714,"Transportation, Communications, Electric, Gas, And Sanitary Services"
75252,OWENS & MINOR INC,3773.788,3255.369,-419.964,-49.231,386.723,8.925,-32.183,Wholesale Trade
1370946,OWENS CORNING,9771,5447,411,293,3811,19,156,Manufacturing
812074,OWENS-ILLINOIS INC,9699,8799,-100,377,3085,109,108,Manufacturing
75288,OXFORD INDUSTRIES INC,727.254,248.899,85.05,3.259,192.576,1.979,22.018,Manufacturing
713676,PNC FINANCIAL SVCS GROUP INC,382315,334545,NA,NA,5727,NA,1082,"Finance, Insurance, And Real Estate"
79879,PPG INDUSTRIES INC,16015,11283,571,1122,2805,297,353,Manufacturing
75362,PACCAR INC,25482.4,16889.5,1775.2,1035,6122.5,263,615.1,Manufacturing
1032208,SEMPRA ENERGY,60638,41390,NA,NA,36796,NA,96,"Transportation, Communications, Electric, Gas, And Sanitary Services"
75594,PACIFICORP,22313,14468,NA,NA,19591,NA,5,"Transportation, Communications, Electric, Gas, And Sanitary Services"
708821,PAR TECHNOLOGY CORP,94.681,48.735,-9.82,-0.159,12.575,0.041,14.143,Manufacturing
76282,PARK OHIO HOLDINGS CORP,1208.5,895.9,35.1,36.7,219.4,9,16.6,Wholesale Trade
76321,PARKER DRILLING CO,828.414,701.498,-145.954,-11.947,534.371,8.01,7.796,Mining
76334,PARKER-HANNIFIN CORP,15320.087,9454.594,963.843,738.434,1856.237,210.385,640.962,Manufacturing
76605,PATRICK INDUSTRIES INC,1231.231,822.477,NA,NA,177.145,0.085,32.147,Manufacturing
723531,PAYCHEX INC,8682.5,6063,NA,NA,408.7,NA,333.6,Services
1042046,AMERICAN FINANCIAL GROUP INC,63456,58484,708,-69,NA,0,122,"Finance, Insurance, And Real Estate"
77159,PENN VIRGINIA CORP,1068.954,621.599,NA,NA,927.994,0,0.523,Mining
922224,PPL CORP,43396,31739,NA,NA,34458,NA,458,"Transportation, Communications, Electric, Gas, And Sanitary Services"
77281,PENNSYLVANIA RE INVS TRUST,2405.114,1858.563,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
77360,PENTAIR PLC,3806.5,1970.4,-24.6,404.4,272.6,62.3,58.1,Manufacturing
77476,PEPSICO INC,77648,63046,3864,5325,17589,378,-3370,Manufacturing
77543,TUTOR PERINI CORP,4387.752,2599.863,106.222,26.391,490.669,5.55,34.832,Construction
350403,PHI INC,1262.226,788.793,-95.59,-71.87,902.986,2.371,-25.946,"Transportation, Communications, Electric, Gas, And Sanitary Services"
78003,PFIZER INC,159422,95664,-4403,16288,13385,2830,706,Manufacturing
1109357,EXELON CORP,119666,86596,NA,NA,76707,NA,120,"Transportation, Communications, Electric, Gas, And Sanitary Services"
764180,ALTRIA GROUP INC,55638,40810,9441,-100,1938,1,2374,Manufacturing
1163165,CONOCOPHILLIPS,69980,37916,2867,7106,45698,3273,3668,Mining
78239,PVH CORP,11863.7,6035.7,-5.3,780.9,984.5,170.2,31,Manufacturing
78460,PIEDMONT NATURAL GAS CO,6810,4719,NA,NA,5911,NA,37,"Transportation, Communications, Electric, Gas, And Sanitary Services"
78749,AGILYSYS INC,163.591,62.969,-13.621,0.678,15.838,0.514,0.221,Services
1230245,PIPER JAFFRAY COS,1345.269,614.853,NA,NA,32.619,0.276,19.047,"Finance, Insurance, And Real Estate"
78814,PITNEY BOWES INC,5972.903,5733.431,114.982,97.379,588.213,16.224,12.383,Manufacturing
1532619,POWER REIT,21.895,9.704,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
914025,PLANTRONICS INC,3116.535,2394.848,-179.387,-6.305,204.826,-1.55,-50.131,Manufacturing
1546296,PROFESSIONAL DIVERSITY NETWK,5.238,6.349,NA,NA,0.084,NA,-1.564,Services
1338749,POTLATCHDELTIC CORP,2325.852,1011.073,NA,NA,1950.743,NA,19.199,Manufacturing
80420,POWELL INDUSTRIES INC,429.951,128.307,-2.103,-5.596,128.764,0.449,-0.547,Manufacturing
80424,PROCTER & GAMBLE CO,118310,65427,9277,4049,20600,1131,3465,Manufacturing
315256,PUBLIC SERVICE CO/N H,4127.356,2824.815,NA,NA,2880.073,NA,47.576,"Transportation, Communications, Electric, Gas, And Sanitary Services"
81027,PUBLIC SERVICE CO OF OKLA,4532.4,3284.4,NA,NA,3966.7,NA,5,"Transportation, Communications, Electric, Gas, And Sanitary Services"
788784,PUBLIC SERVICE ENTRP GRP INC,45326,30949,NA,NA,34363,NA,417,"Transportation, Communications, Electric, Gas, And Sanitary Services"
822416,PULTEGROUP INC,10172.976,5355.194,NA,NA,92.935,0,325.517,Construction
81157,PGI INC,0.553,91.549,NA,NA,0,NA,0,"Finance, Insurance, And Real Estate"
100591,ARGAN INC,476.648,82.276,NA,NA,19.778,NA,-4.651,Services
81362,QUAKER CHEMICAL CORP,709.665,273.296,27.387,55.711,83.923,12.114,25.05,Manufacturing
708818,NEXTGEN HEALTHCARE INC,532.895,156.949,NA,NA,21.404,0.744,4.794,Services
720500,AMTECH SYSTEMS INC,149.406,56.316,7.845,-2.32,16.452,-1.048,0.22,Manufacturing
720005,RAYMOND JAMES FINANCIAL CORP,37412.924,30960.578,1261.537,43.34,486.274,14.424,453.96,"Finance, Insurance, And Real Estate"
742278,RPC INC,1199.58,249.161,NA,NA,517.982,6.843,45.878,Mining
82166,RAVEN INDUSTRIES INC,360.245,51.288,59.774,1.796,106.615,0.735,9.697,Manufacturing
1047122,RAYTHEON CO,31864,19981,2937,210,2840,43,264,Manufacturing
82811,REGAL BELOIT CORP,4623.8,2285.3,121.5,170.7,615.5,37.9,56.4,Manufacturing
716643,REGIS CORP/MN,856.735,353.243,-10.251,6.703,105.86,1.894,-65.434,Services
350698,AUTONATION INC,10665.1,7949.1,NA,NA,3155.3,0,133.5,Retail Trade
84129,RITE AID CORP,7591.367,6404.677,NA,NA,1308.514,0,77.477,Retail Trade
1024478,ROCKWELL AUTOMATION,6262,4644.5,721.6,609.2,576.8,131.4,795.3,Manufacturing
84748,ROGERS CORP,1279.344,431.02,14.381,96.208,242.759,26.604,22.938,Manufacturing
84839,ROLLINS INC,1094.124,382.216,288.033,22.7,136.885,7.929,79.07,Services
745732,ROSS STORES INC,6073.691,2767.945,NA,NA,2475.201,0,463.419,Retail Trade
85408,ROWAN COMPANIES PLC,8117.7,3082.7,-10.3,-388.7,6201,13.6,-51.6,Mining
85535,ROYAL GOLD INC,2682.016,540.747,-39.662,-64.917,2501.117,22.741,14.772,"Finance, Insurance, And Real Estate"
85961,RYDER SYSTEM INC,13051.084,10140.757,356.644,17.217,10341.783,10.123,98.254,Services
350894,SEI INVESTMENTS CO,1971.668,378.521,579.622,34.584,145.863,8.405,108.338,"Finance, Insurance, And Real Estate"
86115,SAFEGUARD SCIENTIFICS INC,145.737,78.758,NA,NA,0.808,0,0,"Finance, Insurance, And Real Estate"
87347,SCHLUMBERGER LTD,70507,33921,-55,2679,14080,618,447,Mining
88121,SEABOARD CORP,5307,1978,-109,93,1160,32,1,Public Administration
