CIK,CompanyName,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Category
108385,WORLD ACCEPTANCE CORP/DE,854.988,302.871,NA,NA,25.424,0,15.981,"Finance, Insurance, And Real Estate"
880631,WISDOMTREE INVESTMENTS INC,937.518,446.614,43.677,7.362,9.122,1.482,14.406,"Finance, Insurance, And Real Estate"
880117,SANFILIPPO JOHN B&SON,415.773,172.851,NA,NA,125.078,0,16.85,Manufacturing
1585364,PERRIGO CO PLC,10983.4,5315.3,-109,399.6,829.1,141.5,159.6,Manufacturing
831641,TETRA TECH INC,1959.421,992.321,180.034,-5.472,43.278,10.897,37.605,Services
804328,QUALCOMM INC,32686,31758,-1713,2226,2975,777,5377,Manufacturing
860546,CORPORATE OFFICE PROPERT,3656.005,2002.697,NA,NA,8.63,NA,-0.363,"Finance, Insurance, And Real Estate"
882095,GILEAD SCIENCES INC,63675,42141,7074,725,4006,175,2339,Manufacturing
1637207,PLANET FITNESS INC,1353.416,1736.205,128.861,2.943,114.367,0.945,28.642,Services
18654,AMEREN ILLINOIS CO,11319,7545,NA,NA,9198,NA,98,"Transportation, Communications, Electric, Gas, And Sanitary Services"
882104,PDL BIOPHARMA INC,963.736,233.957,48.844,-104.766,7.387,-4.107,12.937,Manufacturing
1640384,LM FUNDING AMERICA INC,6.06,0.251,NA,NA,0.034,0,0,"Finance, Insurance, And Real Estate"
1638290,MASTERCRAFT BOAT HLDNGS IN,176.924,124.402,52.397,0.112,22.265,NA,12.856,Manufacturing
880984,ACORN ENERGY INC,3.919,5.149,-2.087,0,0.073,0,0,Manufacturing
882835,ROPER TECHNOLOGIES INC,15249.5,7511,924.2,274.2,128.7,105.1,254,Manufacturing
1626853,MAJESCO,148.04,48.762,0.129,10.407,2.787,2.897,3.611,Services
883241,SYNOPSYS INC,6145.974,2660.959,-18.029,381.572,309.31,140.43,-68.975,Services
837465,CALLAWAY GOLF CO,1052.944,318.636,100.031,31.241,88.472,6.577,26.018,Manufacturing
849146,LIFEVANTAGE CORP,51.142,29.195,8.233,1.315,6.587,0.15,3.787,Manufacturing
883237,VIRTUS INVESTMENT PTNRS INC,2870.535,2169.187,NA,NA,20.154,0,32.961,"Finance, Insurance, And Real Estate"
1631650,AIMMUNE THERAPEUTICS INC,339.555,40.608,-176.085,-34.606,26.328,0.061,0.061,Manufacturing
1502292,CONIFER HOLDINGS INC,232.752,190.589,NA,NA,NA,NA,0.052,"Finance, Insurance, And Real Estate"
883984,ICU MEDICAL INC,1585.391,321.736,-8.6,30.974,432.641,9.136,-6.419,Manufacturing
851968,MOHAWK INDUSTRIES INC,13099.123,5659.064,387.564,661.637,4699.902,58.669,184.346,Manufacturing
1290149,SIERRA ONCOLOGY,109.469,14.99,-54.395,0.758,0.168,-0.18,-0.302,Manufacturing
883980,FIRST DATA CORP,38327,31283,535,712,905,87,49,Services
771266,KOPIN CORP,59.549,11.836,-36.489,0.7,2.599,0.025,0.03,Manufacturing
715072,RENASANT CORP,12934.878,10890.965,NA,NA,209.168,NA,41.727,"Finance, Insurance, And Real Estate"
880266,AGCO CORP,7626.4,4632.9,-126,486.3,1373.1,133.5,110.9,Manufacturing
708781,CASS INFORMATION SYSTEMS INC,1695.176,1465.328,NA,NA,22.031,0,6.079,Services
1302215,HOULIHAN LOKEY INC,1423.058,531.729,NA,NA,31.034,6.706,65.214,"Finance, Insurance, And Real Estate"
885639,KOHL'S CORP,12469,6942,NA,NA,7428,0,241,Retail Trade
764195,VBI VACCINES INC,137.605,39.472,-4.757,-58.843,8.525,0,0,Manufacturing
885978,U S PHYSICAL THERAPY INC,443.166,92.348,NA,NA,20.169,0,11.369,Services
886158,BED BATH & BEYOND INC,6570.541,4010.21,NA,NA,1853.091,0,-19.385,Retail Trade
885550,CREDIT ACCEPTANCE CORP,6237.4,4246.5,NA,NA,40.2,0,181.1,"Finance, Insurance, And Real Estate"
882184,D R HORTON INC,14114.6,4955.7,NA,NA,440.3,0,597.7,Construction
1326110,NANTKWEST INC,181.95,35.944,-94.423,-2.306,76.885,0,-0.503,Manufacturing
887343,COLUMBIA BANKING SYSTEM INC,13095.145,11061.496,NA,NA,168.788,NA,38.954,"Finance, Insurance, And Real Estate"
1467652,NEOS THERAPEUTICS INC,111.357,103.512,NA,NA,7.914,0,0,Manufacturing
1408075,GRAPHIC PACKAGING HOLDING CO,7059.2,4764.9,298.9,48.6,3239.7,15.7,54.7,Manufacturing
886128,FUELCELL ENERGY INC,340.421,163.498,-47.314,-3.035,76.804,-3.015,-3.015,Manufacturing
829224,STARBUCKS CORP,24156.4,22980.6,4826,954,5929.1,327,1262,Retail Trade
885508,STRATUS PROPERTIES INC,496.493,349.842,NA,NA,277.128,NA,-0.305,Services
886835,SUPERIOR ENERGY SERVICES INC,2215.962,1925.223,-880.988,-21.831,1109.126,14.856,-45.433,Mining
887733,CENTRAL GARDEN & PET CO,1907.209,954.375,NA,NA,217.647,0.091,3.305,Wholesale Trade
1641614,CPI CARD GROUP INC,207.204,356.78,-18.383,-0.755,39.11,0,-4.339,Manufacturing
55387,KENTUCKY UTILITIES CO,8540,5098,NA,NA,7016,NA,76,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1408100,KENNEDY-WILSON HOLDINGS INC,7357.1,5925.9,156.5,113.6,5733.9,18.4,58,"Finance, Insurance, And Real Estate"
888491,OMEGA HEALTHCARE INVS INC,8590.877,4826.393,NA,NA,NA,2.2,3.01,"Finance, Insurance, And Real Estate"
887905,LTC PROPERTIES INC,1513.62,680.649,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
887226,PERCEPTRON INC,74.204,28.606,2.228,2.261,6.613,1.213,0.773,Manufacturing
1590383,BIOHITECH GLOBAL INC,55.316,44.491,NA,NA,34.902,0,0,Manufacturing
889331,LITTELFUSE INC,2614.306,1135.964,-49.995,254.937,339.894,48.13,40.377,Manufacturing
1474432,PURE STORAGE INC,1973.025,1235.245,-145.428,-31.845,125.353,4.214,1.089,Manufacturing
867374,ELECTRONICS FOR IMAGING INC,1499.034,772.926,-64.81,65.931,77.613,13.858,2.092,Manufacturing
887730,KEMET CORP,1318.095,678.68,95.639,74.792,495.28,9.966,-39.46,Manufacturing
889609,CONSUMER PORTFOLIO SVCS INC,2485.68,2288.562,NA,NA,1.837,0,3.841,"Finance, Insurance, And Real Estate"
891014,MINERALS TECHNOLOGIES INC,3087.1,1701.8,93.1,111,1102.9,21.3,34.4,Manufacturing
1650729,SITEONE LANDSCAPE SUPPLY INC,1168.5,866.7,71.8,3.4,88.4,1,1.3,Wholesale Trade
1638833,SURGERY PARTNERS INC,4676.267,2891.384,NA,NA,426.286,0,26.461,Services
1557746,ACLARIS THERAPEUTICS INC,275.566,60.442,-132.473,-0.265,4.28,0,0,Manufacturing
892482,QUMU CORP,30.28,23.275,-1.631,-1.688,0.545,-0.314,0.298,Services
886346,KADANT INC,725.749,351.178,-0.397,79.925,80.157,21.829,18.482,Manufacturing
886163,LIGAND PHARMACEUTICAL INC,1260.803,699.889,NA,NA,5.372,-0.158,30.009,Manufacturing
890319,TAUBMAN CENTERS INC,4344.106,4644.203,NA,NA,NA,1.16,-0.231,"Finance, Insurance, And Real Estate"
892553,CHART INDUSTRIES INC,1897.7,1008.7,32,37,361.1,6.4,13.4,Manufacturing
812149,REGIONAL BRANDS INC,26.267,8.195,NA,NA,1.028,0,0.306,Wholesale Trade
893538,SM ENERGY CO,6352.862,3432.54,NA,NA,5831.165,0,143.37,Mining
891166,UNIVERSAL INSURANCE HLDGS,1858.39,1356.757,NA,NA,34.991,0,35.822,"Finance, Insurance, And Real Estate"
859598,SEACOR HOLDINGS INC,1471.024,617.182,33.563,56.558,846.51,2.899,8.415,"Transportation, Communications, Electric, Gas, And Sanitary Services"
891103,IAC/INTERACTIVECORP,6874.585,3257.097,630.417,131.141,318.8,38.77,3.811,Services
874499,GULFPORT ENERGY CORP,6051.036,2723.268,NA,NA,5479.405,0,-0.069,Mining
1362703,ONCBIOMUNE PHARMACEUTICALS,0.227,7.774,NA,NA,0.004,0,0,Manufacturing
1645113,NOVOCURE LTD,339.793,227.534,0,-45.942,15.366,17.269,17.617,Manufacturing
1646228,AT HOME GROUP INC,1726.206,1015.12,NA,NA,682.663,0,-0.017,Retail Trade
1590877,REGENXBIO INC,543.814,34.966,104.181,-0.065,28.702,0,4.179,Manufacturing
1321732,PENUMBRA INC,515.006,92.591,-2.79,4.398,35.407,1.689,-4.403,Manufacturing
1641640,NABRIVA THERAPEUTICS PLC,110.418,41.788,-113.699,-1.032,1.139,0.049,0.049,Manufacturing
1534120,CERECOR INC,70.251,49.343,NA,NA,0.587,0,-0.034,Manufacturing
1650445,QUORUM HEALTH CORP,1574.094,1646.746,NA,NA,559.438,0,-0.847,Services
1038773,SMARTFINANCIAL INC,2274.409,1991.398,NA,NA,56.012,NA,3.233,"Finance, Insurance, And Real Estate"
1721741,LAZYDAYS HOLDINGS INC,402.096,270.663,NA,NA,78.043,0,3.036,Retail Trade
1642081,ALLEGIANCE BANCSHARES INC,4655.249,3952.265,NA,NA,41.717,NA,7.948,"Finance, Insurance, And Real Estate"
1422841,AQUAVENTURE HOLDINGS LTD,725.463,388.865,NA,NA,165.491,NA,-1.311,"Transportation, Communications, Electric, Gas, And Sanitary Services"
912766,LAUREATE EDUCATION INC,6769.636,4704.294,-543.059,671.491,1278.935,92.275,133.16,Services
1227500,EQUITY BANCSHARES INC,4061.716,3605.775,NA,NA,80.442,NA,10.35,"Finance, Insurance, And Real Estate"
1646587,NORTHSTAR REALTY EUROPE CORP,1425.499,747.396,NA,NA,0,NA,0.672,"Finance, Insurance, And Real Estate"
1492422,APELLIS PHARMACEUTICALS,203.534,42.561,NA,NA,0,0,0,Manufacturing
1512673,SQUARE INC,3281.023,2160.522,44.538,-80.665,291.402,2.224,2.326,Services
1644675,MIMECAST LTD,554.287,380.652,-4.626,-0.374,94.202,3.493,2.001,Services
1651308,BEIGENE LTD,2249.684,496.037,NA,NA,157.061,NA,-15.796,Manufacturing
1575189,MATCH GROUP INC,2053.061,1927.197,392.798,94.844,58.351,34.659,14.673,Services
1650132,FOUR CORNERS PROPERTY TR INC,1343.098,644.134,NA,NA,NA,0,0.262,"Finance, Insurance, And Real Estate"
1647513,NOBLE MIDSTREAM PARTNERS LP,1997.917,681.684,NA,NA,1421.252,NA,0.221,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1642122,ASSOCIATED CAPITAL GROUP INC,954.433,38.385,NA,NA,0.084,0,-11.478,"Finance, Insurance, And Real Estate"
1650962,WELBILT INC,2075,1888.6,-8,97,119,29.1,10.8,Manufacturing
1651094,ELEVATE CREDIT INC,753.273,636.482,14.1,-0.183,41.579,0.115,1.408,"Finance, Insurance, And Real Estate"
1644378,RMR GROUP INC,504.428,69.767,276.34,-0.052,2.589,0,58.862,Services
1604627,KUSHCO HOLDINGS INC,108.645,27.007,NA,NA,4.135,0,-1.563,Wholesale Trade
1659166,FORTIVE CORP,12905.6,6292.7,687.7,390.7,576.1,96.3,160.1,Manufacturing
1634997,AVANGRID INC,32167,16764,NA,NA,23459,NA,170,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1468666,SECUREWORKS CORP,1036.159,343.452,-47.523,1.569,35.978,1.274,-6.853,Services
1651235,ACACIA COMMUNICATIONS INC,601.859,99.132,-35.832,35.428,26.643,0.921,-5.32,Manufacturing
1618732,NUTANIX INC,1599.88,1273.101,-201.666,-88.048,85.111,8.541,7.447,Services
1364479,HERC HOLDINGS INC,3610.2,3037.5,60.5,8.3,2787.2,1.9,-0.3,Services
1651561,TABULA RASA HEALTHCARE INC,270.957,131.948,-50.645,0,11.865,0,-3.376,Services
1644440,GCP APPLIED TECHNOLOGIES INC,1281.9,800.5,5.5,5,225.1,12.1,26.3,Manufacturing
1666138,ATKORE INTL GROUP INC,1324.06,1202.001,155.453,10.899,213.108,3.467,29.707,Manufacturing
1656936,MGM GROWTH PROPERTIES LLC,10951.307,5105.801,NA,NA,784.295,0,10.835,"Finance, Insurance, And Real Estate"
1305253,EIGER BIOPHARMACEUTICALS INC,102.448,35.856,NA,NA,0.167,0,0,Manufacturing
1669600,LIBERTY EXPEDIA HOLDINGS INC,31897,14380,-1310,453,1043,168,-214,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1653477,INGEVITY CORP,1315.2,976.5,213.3,8.5,523.8,0.6,40,Manufacturing
1560385,LIBERTY MEDIA CORP -CONSOL,40828,19130,NA,NA,2469,8,176,"Transportation, Communications, Electric, Gas, And Sanitary Services"
894627,VAALCO ENERGY INC,166.312,56.485,-5.672,61.146,52.724,14.327,-43.254,Mining
1668428,FGL HOLDINGS,30945,30055,-271,300,0,42,16,"Finance, Insurance, And Real Estate"
1747079,TWIN RIVER WORLDWIDE HOL INC,782.352,483.692,97.797,0,416.148,0,26.359,Services
1625101,PULSE BIOSCIENCES INC,70.64,4.306,NA,NA,2.173,0,0,Manufacturing
1566469,NANTHEALTH INC,286.337,283.506,NA,NA,22.978,0.052,-3.673,Services
1667313,ZEDGE INC,11.719,1.709,-1.245,-0.088,3.344,0.059,0.23,Services
1670541,ADIENT PLC,10942,8178,4,-1125,1683,135,480,Manufacturing
1661458,HIGHLANDS REIT INC,335.98,51.88,NA,NA,NA,NA,-0.155,"Finance, Insurance, And Real Estate"
1671584,APTEVO THERAPEUTICS INC,67.494,37.088,-53.692,0.003,5.202,0,0,Manufacturing
1674910,VALVOLINE INC,1854,2212,282,50,420,17,166,Manufacturing
1674335,JELD-WEN HOLDING INC,3051.055,2283.248,-1.679,137.256,843.403,35.714,-7.958,Manufacturing
1556263,SYROS PHARMACEUTICALS INC,106.766,28.18,NA,NA,3.861,NA,0,Manufacturing
1674168,HILTON GRAND VACATIONS,2753,2137,380,23,559,8,105,"Finance, Insurance, And Real Estate"
1617406,PARK HOTELS & RESORTS,9363,3777,498,2,NA,3,23,"Finance, Insurance, And Real Estate"
1557142,KADMON HOLDINGS INC,144.661,56.25,NA,NA,3.654,0,-0.524,Manufacturing
1672013,ACUSHNET HOLDINGS CORP,1691.621,764.637,54.003,96.301,228.388,29.896,47.232,Manufacturing
1702744,SIMPLY GOOD FOODS COMPANY,974.605,302.004,49.748,3.343,2.565,1.001,-17.364,Manufacturing
1668224,HARBORONE BANCORP INC,3653.121,3295.547,NA,NA,57.045,NA,2.813,"Finance, Insurance, And Real Estate"
1668105,TALEND SA  -ADR,219.124,194.685,-9.45,-31.232,6.335,0.311,-0.323,Services
1675149,ALCOA CORP,15938,8544,-771,2368,8327,757,726,Manufacturing
1669162,KINSALE CAPITAL GROUP INC,773.063,509.077,NA,NA,NA,0,6.693,"Finance, Insurance, And Real Estate"
1670592,YETI HOLDINGS INC,514.213,485.242,69.209,0.406,74.097,0.247,11.852,Manufacturing
36377,FIRST HAWAIIAN INC,20695.678,18170.839,NA,NA,304.996,NA,93.784,"Finance, Insurance, And Real Estate"
1655020,EXTRACTION OIL & GAS INC,4166.027,2106.974,NA,NA,3671.957,0,66.85,Mining
1679049,INTERNATIONAL SEAWAYS INC,1848.601,838.746,NA,NA,1330.795,NA,-0.105,"Transportation, Communications, Electric, Gas, And Sanitary Services"
886136,SAGA COMMUNICATIONS  -CL A,248.477,63.478,NA,NA,59.103,0,5.7,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1669812,LSC COMMUNICATIONS INC,1754,1576,-18,28,508,7,33,Manufacturing
1669811,DONNELLEY FINANCIAL SOLTNS,868.7,642.7,69.3,33.4,32.2,6.3,29.1,Services
1639691,LIVANOVA PLC,2549.701,1045.963,NA,NA,191.4,NA,-69.629,Manufacturing
784199,CRYOLIFE INC,571.091,296.024,4.56,-10.951,31.028,2.009,-3.551,Manufacturing
1704715,CONTURA ENERGY INC,2746.058,1674.918,NA,NA,1228.222,0,-165.363,Mining
1578845,ALLERGAN PLC,101787.6,36656.6,-4285.8,-2571.1,1787,-990.3,-1770.7,Manufacturing
1649749,FB FINANCIAL CORP,5136.764,4464.907,NA,NA,86.882,NA,25.618,"Finance, Insurance, And Real Estate"
1437352,EVERBRIDGE INC,262.18,220.022,-41.985,-4.734,4.65,0.753,0.796,Services
895417,EQUITY LIFESTYLE PROPERTIES,3925.808,2732.464,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1600033,E.L.F. BEAUTY INC,435.856,206.525,17.405,0.551,32.704,0.008,2.431,Manufacturing
49071,HUMANA INC,25413,15252,NA,NA,1735,0,391,"Finance, Insurance, And Real Estate"
896878,INTUIT INC,5178,2824,1464,39,812,14,292,Services
819913,HALLMARK FINANCIAL SERVICES,1264.894,1009.362,NA,NA,6.154,NA,2.456,"Finance, Insurance, And Real Estate"
896985,DESTINATION MATERNITY CORP,146.174,119.023,NA,NA,51.483,NA,-0.103,Retail Trade
895447,SHOE CARNIVAL INC,417.999,113.566,NA,NA,70.605,0,12.222,Retail Trade
897077,ALAMO GROUP INC,721.633,214.262,66.858,27.673,131.208,7.391,21.045,Manufacturing
827054,MICROCHIP TECHNOLOGY INC,18350,13062.5,-593.4,797.9,996.7,14.1,-151.4,Manufacturing
890547,REVLON CONSUMER PRODUCTS CP,3147.5,4080.6,-292.2,6.6,354.5,10.2,3.4,Manufacturing
1674930,FULGENT GENETICS INC,53.904,2.752,NA,NA,6.446,0,0.036,Services
760498,BANCFIRST CORP/OK,7574.258,6671.469,NA,NA,174.362,NA,33.938,"Finance, Insurance, And Real Estate"
897448,AMARIN CORP,385.714,233.384,NA,NA,0.063,0.096,0.096,Manufacturing
896159,CHUBB LTD,167771,117459,950,3707,1700,563,695,"Finance, Insurance, And Real Estate"
1562528,REALTY FINANCE TRUST INC,2606.078,1727.064,NA,NA,0,0,0.079,"Finance, Insurance, And Real Estate"
1101680,DASAN ZHONE SOLUTIONS INC,190.007,112.153,-3.003,7.563,5.518,1.509,1.724,Manufacturing
1385867,COUPA SOFTWARE INC,740.064,426.783,-59.07,3.009,10.549,3.514,-0.537,Services
1674416,CRISPR THERAPEUTICS AG,489.016,96.821,5.966,-170.394,18.5,0,0.553,Manufacturing
883569,FOSSIL GROUP INC,1575.198,986.567,-102.81,122.98,183.203,35.854,21.108,Manufacturing
897723,SANMINA CORP,4085.133,2612.289,16.215,81.324,642.913,20.287,193.072,Manufacturing
356171,TRICO BANCSHARES,6352.441,5525.068,NA,NA,89.347,NA,25.032,"Finance, Insurance, And Real Estate"
896622,APTARGROUP INC,3377.735,1954.864,34.404,231.616,991.613,83.456,71.254,Manufacturing
898173,O'REILLY AUTOMOTIVE INC,7980.789,7627.122,NA,NA,3587.002,0,369.6,Retail Trade
884887,ROYAL CARIBBEAN CRUISES LTD,27698.27,16050.789,NA,NA,23466.163,NA,20.9,"Transportation, Communications, Electric, Gas, And Sanitary Services"
4281,ARCONIC INC,18693,13108,518,350,5704,138,226,Manufacturing
1122976,POLYONE CORP,2723.3,2182.7,86.3,110.9,495.4,27.3,36.4,Manufacturing
714395,GERMAN AMERICAN BANCORP INC,3929.09,3470.45,NA,NA,80.627,NA,9.528,"Finance, Insurance, And Real Estate"
899751,TITAN INTERNATIONAL INC,1251.256,861.346,-0.298,20.105,384.872,11.497,6.762,Manufacturing
1402057,CDW CORP,7167.7,6192.5,762.3,78.2,156.1,17.7,197.5,Wholesale Trade
899749,HEALTHCARE REALTY TRUST INC,3191.247,1474.605,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
899629,ACADIA REALTY TRUST,3958.78,1876.833,NA,NA,1.953,NA,0.934,"Finance, Insurance, And Real Estate"
1451505,TRANSOCEAN LTD,25665,12551,NA,NA,20408,NA,228,Mining
928054,FLOTEK INDUSTRIES INC,285.883,84.259,-80.034,-0.623,45.485,-0.74,-7.216,Manufacturing
899051,ALLSTATE CORP,112249,90937,NA,NA,1045,NA,492,"Finance, Insurance, And Real Estate"
1692412,PLAYA HOTELS & RESORTS N.V,2135.158,1295.317,-5.168,36.344,1808.412,9.183,12.199,Services
929351,LIONS GATE ENTERTAINMENT CP,8408.9,5359.4,-505.7,197.6,155.3,6.7,-8.5,Services
884624,ORTHOFIX MEDICAL INC,466.641,131.244,28.642,-5.757,42.835,2.255,9.074,Manufacturing
903129,GENTHERM INC,803.047,323.348,10.092,48.027,171.38,9.224,16.22,Manufacturing
902791,BARRETT BUSINESS SVCS INC,756.089,637.052,NA,NA,24.812,0,6.707,Services
1666134,BLACKLINE INC,493.868,167.912,-27.289,-0.415,13.536,1.061,0.162,Services
1679082,MYOVANT SCIENCES LTD,172.977,168.643,-14.357,-258.718,2.071,0.476,0.476,Manufacturing
1370702,QUANTENNA COMMUNICATIONS INC,245.656,39.169,3.001,1.048,13.691,0.96,0.966,Manufacturing
902274,LIBBEY INC,714.175,664.282,-12.682,14.979,264.96,6.78,10.253,Manufacturing
1481512,RA PHARMACEUTICALS INC,219.22,12.102,-64.963,0.001,5.165,0,-0.019,Manufacturing
354908,FLIR SYSTEMS INC,2781.242,904.456,165.719,141.384,247.407,-16.008,24.678,Manufacturing
1673358,YUM CHINA HOLDINGS INC,4610,1633,-3,953,1615,214,214,Retail Trade
1604868,GROWGENERATION CORP,35.893,5.834,NA,NA,1.821,0,0,Retail Trade
904979,SHILOH INDUSTRIES INC,709.675,510.153,-3.635,9.895,316.176,2.71,-5.219,Manufacturing
1355839,PEERSTREAM INC,24.433,9.279,NA,NA,0.81,0,0.003,Services
78890,BRINKS CO,3236,3069.4,-32.9,75.4,699.4,92.1,70,Services
906345,CAMDEN PROPERTY TRUST,6219.586,2834.482,NA,NA,NA,NA,1.424,"Finance, Insurance, And Real Estate"
1677576,INNOVATIVE INDUSTRIAL PPTYS,281.466,17.174,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
909724,TANDY LEATHER FACTORY INC,76.14,16.68,3.348,0.356,14.399,0,1.74,Retail Trade
903651,INNODATA INC,46.051,18.925,3.107,-1.288,6.813,1.467,1.808,Services
1677703,CONDUENT INC,6680,3316,-411,16,328,41,21,Services
906107,EQUITY RESIDENTIAL,20394.209,9615.454,NA,NA,NA,0,0.878,"Finance, Insurance, And Real Estate"
891482,FULL HOUSE RESORTS INC,182.272,122.527,NA,NA,122.076,0,0.476,Services
877422,SPARTANNASH CO,1971.912,1255.965,NA,NA,579.06,0,6.907,Wholesale Trade
1618673,PERFORMANCE FOOD GROUP CO,4000.9,2865.6,NA,NA,795.5,0,-5.1,Wholesale Trade
879407,ARROWHEAD PHARMACEUTICALS,111.61,16.369,NA,NA,13.935,0,0.002,Manufacturing
774569,CORTLAND BANCORP,714.666,649.748,NA,NA,10.202,NA,1.415,"Finance, Insurance, And Real Estate"
1418135,KEURIG DR PEPPER INC,48918,26385,635,156,2310,38,202,Manufacturing
890491,BARNES & NOBLE INC,1705.634,1261.137,3.082,0,256.79,0,-0.687,Retail Trade
1048286,MARRIOTT INTL INC,23696,21471,1311,1034,1956,284,438,Services
913142,BELDEN INC,3779.321,2391.733,126.385,93.945,365.97,17.516,59.619,Manufacturing
906465,QCR HOLDINGS INC,4949.71,4476.572,NA,NA,75.582,NA,9.015,"Finance, Insurance, And Real Estate"
1681622,VAREX IMAGING CORP,987.9,548.5,3.7,22,144.9,7.5,-2.6,Manufacturing
906553,BOYD GAMING CORP,5756.339,4610.598,NA,NA,2716.064,0,40.331,Services
910521,DECKERS OUTDOOR CORP,1427.206,382.076,181.73,147.204,213.796,15.269,64.626,Manufacturing
909832,COSTCO WHOLESALE CORP,40830,27727,3182,1260,19681,487,1263,Retail Trade
911649,STANDARD DIVERSIFIED INC,421.943,327.214,NA,NA,27.741,0,6.285,Wholesale Trade
910108,LEXINGTON REALTY TRUST,2953.84,1607.162,NA,NA,0.462,0,1.728,"Finance, Insurance, And Real Estate"
910612,CBL & ASSOCIATES PPTYS INC,5340.853,4305.113,NA,NA,NA,NA,-1.551,"Finance, Insurance, And Real Estate"
911216,PALATIN TECHNOLOGIES INC,39.017,12.052,NA,NA,0.164,NA,0.082,Manufacturing
1101433,QUOTEMEDIA INC,3.537,2.28,NA,NA,1.703,0.003,0.003,Services
910606,REGENCY CENTERS CORP,10944.663,4494.495,NA,NA,6.127,NA,0.522,"Finance, Insurance, And Real Estate"
36029,FIRST FINL BANKSHARES INC,7731.854,6678.559,NA,NA,133.421,NA,27.537,"Finance, Insurance, And Real Estate"
889900,PATTERSON-UTI ENERGY INC,5469.866,1964.443,NA,NA,4002.549,-2.552,-45.987,Mining
879169,INCYTE CORP,2645.762,719.795,478.05,-362.703,319.751,1.303,5.854,Manufacturing
906780,EMPIRE RESORTS INC,846.426,634.587,NA,NA,697.679,NA,0.109,Services
912562,GIBRALTAR INDUSTRIES INC,1061.645,464.952,76.953,2.992,95.83,-1.191,16.136,Manufacturing
780571,ITRON INC,2608.982,1874.934,-50.463,-58.688,226.551,14.618,-12.57,Manufacturing
912615,URBAN OUTFITTERS INC,2160.515,671.417,336.823,48.73,796.029,9.356,87.55,Retail Trade
911147,CENTURY CASINOS INC,278.825,95.442,1.329,4.594,187.017,1.257,1.917,Services
1683606,CARS.COM INC,2600.549,973.626,56.114,0.815,41.482,0.22,18.12,Services
912767,UNIVERSAL FOREST PRODS INC,1647.548,558.864,180.261,17.592,354.71,5.527,45.441,Manufacturing
1652535,ICHOR HOLDINGS LTD,485.489,287.163,7.519,46.7,41.74,1.751,-3.664,Manufacturing
912728,FORWARD AIR CORP,760.215,206.971,NA,NA,209.895,0,28.195,"Transportation, Communications, Electric, Gas, And Sanitary Services"
912603,SCHNITZER STEEL INDS  -CL A,1104.817,434.707,131.518,10.335,415.711,0,-17.59,Wholesale Trade
737207,ADHERA THERAPEUTICS INC,5.141,2.214,NA,NA,0.072,0,0,Manufacturing
1333835,CASA SYSTEMS INC,474.649,399.793,10.527,55.411,29.879,8.087,-7.068,Manufacturing
913241,MADDEN STEVEN LTD,1072.57,257.888,121.674,55.666,64.807,11.771,46.841,Manufacturing
1063761,SIMON PROPERTY GROUP INC,30686.223,26659.104,NA,NA,NA,NA,36.898,"Finance, Insurance, And Real Estate"
915389,EASTMAN CHEMICAL CO,15995,10117,718,592,5600,86,226,Manufacturing
3570,CHENIERE ENERGY INC,31987,30058,997,230,27245,30,27,Mining
910329,MEDIFAST INC,169.429,60.323,NA,NA,19.747,0,14.759,Manufacturing
1685715,JAGGED PEAK ENERGY INC,1767.141,819.191,NA,NA,1530.285,0,66.475,Mining
1681903,ICC HOLDING INC,150.283,91.69,NA,NA,3.333,NA,0.106,"Finance, Insurance, And Real Estate"
910406,HAIN CELESTIAL GROUP INC,2946.674,1209.625,-13.936,95.138,310.172,20.542,-0.887,Manufacturing
914712,STEEL CONNECT INC,827.05,684.23,-60.574,25.286,106.632,7.592,-71.202,Services
1693256,SELECT ENERGY SERVICES INC,1360.605,249.832,NA,NA,502.848,0,1.704,Mining
915779,DAKTRONICS INC,349.216,161.553,-8.402,3.458,65.314,1.151,-3.986,Manufacturing
916076,MARTIN MARIETTA MATERIALS,9551.419,4602.007,570.363,5.718,5157.229,-1.354,105.705,Mining
911109,MOBILE MINI INC,2005.064,1194.795,-16.784,11.473,1083.344,2.934,2.751,Services
916365,TRACTOR SUPPLY CO,3085.262,1523.442,NA,NA,1134.464,0,151.028,Retail Trade
915913,ALBEMARLE CORP,7581.674,3822.566,223.702,570.999,3021.084,91.581,144.826,Manufacturing
915840,BEAZER HOMES USA INC,2128.102,1484.075,NA,NA,20.843,0,94.484,Construction
1657788,KIMBELL ROYALTY PARTNRS LP,753.285,91.109,NA,NA,711.245,0,0.025,Mining
914208,INVESCO LTD,30978.4,21646,491.8,646.3,468.7,158.2,255,"Finance, Insurance, And Real Estate"
